Tempo (s),DC Current (V),DC Current (A),Torque (Nm),Speed (rpm),Temp Mos 1 (ºC),Temp Mos 2 (ºC),Temp Motor (ºC),Temp do sensor capacitivo (ºC),Velocidade atual (km/h),km total,km atual,Driving Mode,Brake Switch,,Data (DD/MM/AA):,18,11,24,,Hora inicio:,,,Hora Fim:,
69.387,74.8,0,0,183,19,19,33,19,17,0,0.1,ECO,OFF,,,,,,,,,,,
69.637,74.9,0,0,180,19,19,33,19,17,0,0.1,ECO,OFF,,,,,,,,,,,
69.887,74.7,11,34.81,183,19,19,34,19,17,0,0.1,ECO,OFF,,,,,,,,,,,
70.137,74.5,22.7,61.49,186,19,19,33,19,18,0,0.1,ECO,OFF,,,,,,,,,,,
70.387,74.5,25.8,69.34,191,19,19,34,19,18,0,0.1,ECO,OFF,,,,,,,,,,,
70.637,73.8,67.1,167.9,204,19,19,34,19,19,0,0.1,ECO,OFF,,,,,,,,,,,
70.887,73.7,78.6,174.48,224,19,19,34,19,21,0,0.2,ECO,OFF,,,,,,,,,,,
71.137,73.5,85.4,174.48,240,19,19,33,19,23,0,0.2,ECO,OFF,,,,,,,,,,,
71.387,73.7,91.7,174.48,258,19,19,33,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
71.637,74.7,1.9,0,267,19,19,34,19,26,0,0.2,ECO,OFF,,,,,,,,,,,
71.887,74.8,0,0,268,19,19,33,19,26,0,0.2,ECO,OFF,,,,,,,,,,,
72.137,74.8,0,0,265,19,19,33,19,26,0,0.2,ECO,OFF,,,,,,,,,,,
72.387,74.8,0,0,266,19,19,34,19,26,0,0.2,ECO,OFF,,,,,,,,,,,
72.637,74.8,0,0,263,19,19,34,19,26,0,0.2,ECO,OFF,,,,,,,,,,,
72.887,74.8,0,0,262,19,19,34,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
73.137,74.8,0,0,262,19,19,34,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
73.387,74.8,0,0,262,19,19,34,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
73.637,74.8,0,0,261,19,19,34,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
73.887,74.8,0,0,261,19,19,35,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
74.137,74.9,0,0,258,19,19,35,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
74.387,74.8,0,0,261,19,19,34,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
74.637,74.9,0,0,261,19,19,34,19,25,0,0.2,ECO,OFF,,,,,,,,,,,
74.887,74.9,-11.9,-27.8,259,19,19,34,19,25,0,0.2,ECO,ON,,,,,,,,,,,
75.137,75.3,-33.3,-78.15,248,19,19,35,19,24,0,0.2,ECO,ON,,,,,,,,,,,
75.387,75.3,-50.9,-128.51,224,19,19,35,19,22,0,0.2,ECO,ON,,,,,,,,,,,
75.637,75.4,-49.1,-127,208,19,19,36,19,20,0,0.2,ECO,OFF,,,,,,,,,,,
75.887,74.8,3.5,17.22,204,19,19,34,19,20,0,0.2,ECO,OFF,,,,,,,,,,,
76.137,74.3,35.8,82.82,212,19,19,35,19,20,0,0.2,ECO,OFF,,,,,,,,,,,
76.387,74.8,8,1.25,217,19,19,34,19,21,0,0.2,ECO,OFF,,,,,,,,,,,
76.637,74.8,0,0,222,19,19,34,19,21,0,0.2,ECO,OFF,,,,,,,,,,,
76.887,74.8,-1.8,-6.45,222,19,19,34,19,21,0,0.2,ECO,ON,,,,,,,,,,,
77.137,75.0,-21.1,-284.8,217,19,19,35,19,21,0,0.2,ECO,ON,,,,,,,,,,,
77.387,75.1,-38.7,-107.16,205,19,19,34,19,20,0,0.2,ECO,ON,,,,,,,,,,,
77.637,75.3,-55.5,-157.51,192,19,19,35,19,18,0,0.2,ECO,ON,,,,,,,,,,,
77.887,75.3,-48.4,-149.6,174,20,20,34,20,16,0,0.2,ECO,ON,,,,,,,,,,,
78.137,75.1,-18.1,-56.29,158,19,19,35,19,15,0,0.2,ECO,OFF,,,,,,,,,,,
78.387,74.9,-0.1,0,162,19,19,35,19,15,0,0.2,ECO,OFF,,,,,,,,,,,
78.637,74.9,-0.1,0,163,19,19,34,19,15,0,0.2,ECO,OFF,,,,,,,,,,,
78.887,75.0,-13.7,-49.55,158,19,19,35,19,15,0,0.2,ECO,ON,,,,,,,,,,,
79.137,75.0,-23.3,-86.57,142,19,19,36,19,13,0,0.2,ECO,ON,,,,,,,,,,,
79.387,75.0,-14.8,-60.98,130,19,19,36,19,12,0,0.2,ECO,ON,,,,,,,,,,,
79.637,75.0,-9.2,-40.84,120,19,19,34,19,11,0,0.2,ECO,ON,,,,,,,,,,,
79.887,74.9,-4.7,-22.21,111,19,19,34,19,10,0,0.2,ECO,ON,,,,,,,,,,,
80.137,74.9,-936.8,-1.61,100,19,19,35,19,9,0,0.2,ECO,ON,,,,,,,,,,,
80.387,74.8,-0.1,0,92,19,19,34,19,8,0,0.2,ECO,ON,,,,,,,,,,,
80.637,74.9,-0.1,0,82,19,19,35,19,7,0,0.2,ECO,ON,,,,,,,,,,,
80.887,74.8,-0.1,0,81,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
81.137,74.9,-0.1,0,79,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
81.387,74.9,-0.1,0,81,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
81.637,74.8,-0.1,0,81,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
81.887,74.9,-0.1,0,83,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
82.137,74.8,-0.1,0,82,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
82.387,74.8,-0.1,0,82,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
82.637,74.9,-0.1,0,84,19,19,36,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
82.887,74.8,-0.1,0,87,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
83.137,74.8,-0.1,0,85,19,19,36,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
83.387,74.8,-0.1,0,87,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
83.637,74.8,-0.1,0,91,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
83.887,74.8,-0.1,0,89,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
84.137,74.9,-0.1,0,78,19,19,36,19,7,0,0.2,ECO,ON,,,,,,,,,,,
84.387,74.9,-0.1,0,74,19,19,35,19,6,0,0.2,ECO,ON,,,,,,,,,,,
84.637,74.9,-0.1,0,71,19,19,35,19,6,0,0.2,ECO,ON,,,,,,,,,,,
84.887,74.8,-0.1,0,71,19,19,35,19,6,0,0.2,ECO,ON,,,,,,,,,,,
85.137,74.9,-0.1,0,67,19,19,35,19,5,0,0.2,ECO,ON,,,,,,,,,,,
85.387,74.8,-0.1,0,65,19,19,35,19,5,0,0.2,ECO,ON,,,,,,,,,,,
85.637,74.9,-0.1,0,71,19,19,35,19,6,0,0.2,ECO,ON,,,,,,,,,,,
85.887,74.9,-0.1,0,69,19,19,35,19,6,0,0.2,ECO,ON,,,,,,,,,,,
86.137,74.8,-0.1,0,71,19,19,35,19,6,0,0.2,ECO,OFF,,,,,,,,,,,
86.387,74.8,-0.1,0,72,19,19,36,19,6,0,0.2,ECO,OFF,,,,,,,,,,,
86.637,74.9,-0.1,0,73,19,19,36,19,6,0,0.2,ECO,OFF,,,,,,,,,,,
86.887,74.9,-0.1,0,72,19,19,35,19,6,0,0.2,ECO,OFF,,,,,,,,,,,
87.137,74.9,-0.1,0,75,19,19,36,19,6,0,0.2,ECO,OFF,,,,,,,,,,,
87.387,74.9,-0.1,0,77,19,19,36,19,6,0,0.2,ECO,ON,,,,,,,,,,,
87.637,74.8,-0.1,0,72,19,19,35,19,6,0,0.2,ECO,OFF,,,,,,,,,,,
87.887,74.9,-0.1,0,78,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
88.137,74.8,-0.1,0,97,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
88.387,74.8,-0.1,0,91,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
88.637,74.8,-0.1,0,91,19,19,35,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
88.887,74.9,-0.1,0,89,19,19,35,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
89.137,74.9,-0.1,0,93,19,19,35,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
89.387,74.9,-0.1,0,91,19,19,35,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
89.637,74.9,-0.1,0,90,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
89.887,74.9,-0.1,0,96,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
90.137,74.9,-0.1,0,90,19,19,35,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
90.387,74.9,-0.1,0,89,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
90.637,74.9,-0.1,0,89,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
90.887,74.9,-0.1,0,91,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
91.137,74.9,-0.1,0,88,19,19,36,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
91.387,74.9,-0.1,0,86,19,19,35,19,7,0,0.2,ECO,ON,,,,,,,,,,,
91.637,74.8,-0.1,0,84,19,19,35,19,7,0,0.2,ECO,ON,,,,,,,,,,,
91.887,74.8,-0.1,0,84,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
92.137,74.9,2.3,17.91,89,20,20,35,20,8,0,0.2,ECO,OFF,,,,,,,,,,,
92.387,74.7,8.7,44.64,91,19,19,35,19,8,0,0.2,ECO,OFF,,,,,,,,,,,
92.637,74.8,0,0,95,20,20,35,20,8,0,0.2,ECO,OFF,,,,,,,,,,,
92.886,74.8,0,0,90,20,20,35,20,8,0,0.2,ECO,OFF,,,,,,,,,,,
93.136,74.8,0,0,91,19,19,35,19,8,0,0.2,ECO,ON,,,,,,,,,,,
93.386,74.8,0,0,87,19,19,36,19,8,0,0.2,ECO,ON,,,,,,,,,,,
93.636,74.9,0,0,88,19,19,35,19,7,0,0.2,ECO,ON,,,,,,,,,,,
93.886,74.9,0,0,87,20,20,36,20,8,0,0.2,ECO,OFF,,,,,,,,,,,
94.136,74.8,0,0,86,20,20,35,20,7,0,0.2,ECO,OFF,,,,,,,,,,,
94.386,74.8,0,0,82,19,19,35,19,7,0,0.2,ECO,OFF,,,,,,,,,,,
94.636,74.9,0,0,85,20,20,35,20,7,0,0.2,ECO,ON,,,,,,,,,,,
94.886,74.8,0,0,84,20,20,35,20,7,0,0.2,ECO,ON,,,,,,,,,,,
95.136,74.9,0,0,72,20,20,35,20,7,0,0.2,ECO,ON,,,,,,,,,,,
95.386,74.8,0,0,64,20,20,35,20,6,0,0.2,ECO,ON,,,,,,,,,,,
95.636,74.8,0,0,54,20,20,35,20,5,0,0.2,ECO,ON,,,,,,,,,,,
95.886,74.8,0,0,46,20,20,35,20,4,0,0.2,ECO,ON,,,,,,,,,,,
96.136,74.8,0,0,-929,20,20,35,20,3,0,0.2,ECO,ON,,,,,,,,,,,
96.386,74.9,0,0,-928,20,20,35,20,2,0,0.2,ECO,ON,,,,,,,,,,,
96.636,74.8,0,0,-932,19,19,35,19,2,0,0.2,ECO,ON,,,,,,,,,,,
96.886,74.8,0,0,-932,20,20,35,20,1,0,0.2,ECO,OFF,,,,,,,,,,,
97.136,74.8,2,53.08,-932,20,20,35,20,1,0,0.2,ECO,OFF,,,,,,,,,,,
97.386,74.7,6.1,86.7,38,19,19,35,19,1,0,0.2,ECO,OFF,,,,,,,,,,,
97.636,74.5,11.8,107.73,58,19,19,35,19,2,0,0.2,ECO,OFF,,,,,,,,,,,
97.886,74.4,16.3,124.62,67,20,20,35,20,4,0,0.2,ECO,OFF,,,,,,,,,,,
98.136,74.4,18.5,110.89,88,20,20,35,20,5,0,0.2,ECO,OFF,,,,,,,,,,,
98.386,74.4,21.6,-273.84,93,20,20,35,20,8,0,0.2,ECO,OFF,,,,,,,,,,,
98.636,74.3,26.2,121.86,113,20,20,35,20,8,0,0.2,ECO,OFF,,,,,,,,,,,
98.886,74.2,31.2,122.2,130,20,20,36,20,10,0,0.2,ECO,OFF,,,,,,,,,,,
99.136,74.3,28.7,103.63,139,20,20,35,20,12,0,0.2,ECO,OFF,,,,,,,,,,,
99.386,74.8,0.2,0,143,20,20,35,20,13,0,0.2,ECO,OFF,,,,,,,,,,,
99.636,74.9,0,0,142,20,20,35,20,13,0,0.2,ECO,OFF,,,,,,,,,,,
99.886,74.8,0,0,142,20,20,35,20,13,0,0.2,ECO,OFF,,,,,,,,,,,
100.136,74.8,0,0,139,20,20,36,20,13,0,0.2,ECO,OFF,,,,,,,,,,,
100.386,74.9,0,0,139,20,20,35,20,13,0,0.2,ECO,OFF,,,,,,,,,,,
100.636,74.8,0,0,145,20,20,35,20,13,0,0.2,ECO,OFF,,,,,,,,,,,
100.886,74.9,-7.9,-35.45,126,20,20,34,20,13,0,0.2,ECO,ON,,,,,,,,,,,
101.136,74.9,-8.5,-36.86,115,20,20,34,20,11,0,0.3,ECO,ON,,,,,,,,,,,
101.386,74.8,-2,-8.88,105,20,20,35,20,10,0,0.3,ECO,ON,,,,,,,,,,,
101.636,74.8,-937.3,-8.42,104,20,20,35,20,9,0,0.3,ECO,ON,,,,,,,,,,,
101.886,74.9,-0.1,0,101,20,20,35,20,9,0,0.3,ECO,OFF,,,,,,,,,,,
102.136,74.9,-0.1,0,97,20,20,36,20,9,0,0.3,ECO,OFF,,,,,,,,,,,
102.386,74.8,-0.1,0,97,20,20,37,20,8,0,0.3,ECO,OFF,,,,,,,,,,,
102.636,74.8,-0.1,0,106,20,20,35,20,9,0,0.3,ECO,OFF,,,,,,,,,,,
102.886,74.9,-0.1,0,102,20,20,35,20,9,0,0.3,ECO,OFF,,,,,,,,,,,
103.136,74.7,7.8,44.04,98,20,20,35,20,9,0,0.3,ECO,OFF,,,,,,,,,,,
103.386,74.6,13.9,64.34,105,20,20,35,20,9,0,0.3,ECO,OFF,,,,,,,,,,,
103.636,74.5,17.1,75.48,119,20,20,35,20,9,0,0.3,ECO,OFF,,,,,,,,,,,
103.886,74.6,17.2,66.23,130,20,20,36,20,11,0,0.3,ECO,OFF,,,,,,,,,,,
104.136,74.6,15.7,72.71,106,20,20,36,20,12,0,0.3,ECO,OFF,,,,,,,,,,,
104.386,74.5,20.3,75.3,136,20,20,34,20,9,0,0.3,ECO,OFF,,,,,,,,,,,
104.636,74.3,28.7,98.97,145,20,20,34,20,12,0,0.3,ECO,OFF,,,,,,,,,,,
104.886,74.3,32.8,105.1,157,20,20,36,20,13,0,0.3,ECO,OFF,,,,,,,,,,,
105.386,74.2,35.9,99.92,181,20,20,36,20,16,0,0.3,ECO,OFF,,,,,,,,,,,
105.636,74.3,37.6,96.29,193,20,20,35,20,17,0,0.3,ECO,OFF,,,,,,,,,,,
105.886,74.6,14.4,35.65,200,20,20,35,20,18,0,0.3,ECO,OFF,,,,,,,,,,,
106.136,74.4,30,70.73,210,20,20,35,20,19,0,0.3,ECO,OFF,,,,,,,,,,,
106.386,74.4,32.7,75.74,216,20,20,36,20,20,0,0.3,ECO,OFF,,,,,,,,,,,
106.636,74.4,33.7,74.53,223,20,20,36,20,21,0,0.3,ECO,OFF,,,,,,,,,,,
106.886,74.3,35.9,-276.46,234,20,20,36,20,21,0,0.3,ECO,OFF,,,,,,,,,,,
107.136,74.3,36.8,74.87,242,20,20,36,20,23,0,0.3,ECO,OFF,,,,,,,,,,,
107.386,74.2,38.3,74.87,251,20,20,36,20,23,0,0.3,ECO,OFF,,,,,,,,,,,
107.636,74.3,37.1,70.64,258,20,20,36,20,24,0,0.3,ECO,OFF,,,,,,,,,,,
107.886,74.3,37.8,69.95,267,20,20,35,20,25,0,0.3,ECO,OFF,,,,,,,,,,,
108.136,74.3,38.5,69.95,274,20,20,35,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
108.386,74.7,0,0,273,20,20,36,20,27,0,0.3,ECO,OFF,,,,,,,,,,,
108.636,74.8,0,0,271,20,20,35,20,27,0,0.3,ECO,OFF,,,,,,,,,,,
108.886,74.8,0,0,273,20,20,37,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
109.136,74.8,0,0,268,20,20,35,20,27,0,0.3,ECO,OFF,,,,,,,,,,,
109.386,74.8,0,0,268,20,20,36,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
109.636,74.8,0,0,266,20,20,35,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
109.886,74.8,0,0,266,20,20,36,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
110.136,74.7,5.5,10.66,265,20,20,35,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
110.386,74.8,1.7,3.1,266,20,20,35,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
110.636,74.8,0,0,259,20,20,36,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
110.886,74.6,13,29.01,259,20,20,36,20,25,0,0.3,ECO,OFF,,,,,,,,,,,
111.136,74.2,42.3,78.5,267,20,20,36,20,25,0,0.3,ECO,OFF,,,,,,,,,,,
111.386,74.1,45.6,81.95,278,20,20,36,20,26,0,0.3,ECO,OFF,,,,,,,,,,,
111.636,74.2,46.4,-276.08,-917,20,20,35,20,27,0,0.3,ECO,OFF,,,,,,,,,,,
111.886,74.2,47.2,80.1,290,20,20,35,20,28,0,0.3,ECO,OFF,,,,,,,,,,,
112.136,74.3,46.6,75.5,299,20,20,35,20,28,0,0.3,ECO,OFF,,,,,,,,,,,
112.386,74.4,40.4,64.51,307,20,20,36,20,29,0,0.3,ECO,OFF,,,,,,,,,,,
112.636,74.6,19.4,31.08,309,20,20,36,20,30,0,0.3,ECO,OFF,,,,,,,,,,,
112.886,74.5,19.2,30.79,310,20,20,36,20,30,0,0.3,ECO,OFF,,,,,,,,,,,
113.136,74.5,20.6,34,313,20,20,36,20,30,0,0.3,ECO,OFF,,,,,,,,,,,
113.386,73.9,52.2,81.17,321,20,20,36,20,31,0,0.3,ECO,OFF,,,,,,,,,,,
113.636,74.2,55.2,84.25,326,20,20,35,20,31,0,0.3,ECO,OFF,,,,,,,,,,,
113.886,74.2,58.2,84.86,334,20,20,36,20,32,0,0.3,ECO,OFF,,,,,,,,,,,
114.136,73.7,95.3,137.93,346,20,20,36,20,33,0,0.3,ECO,OFF,,,,,,,,,,,
114.386,73.4,-931.1,139.02,360,20,20,37,20,34,0,0.3,ECO,OFF,,,,,,,,,,,
114.636,74.7,5.3,0,364,20,20,36,20,36,0,0.3,ECO,OFF,,,,,,,,,,,
114.886,74.7,0,0,366,20,20,36,20,36,0,0.3,ECO,OFF,,,,,,,,,,,
115.136,74.7,0,0,361,20,20,36,20,36,0,0.3,ECO,OFF,,,,,,,,,,,
115.386,74.7,0,0,359,20,20,37,20,36,0,0.3,ECO,OFF,,,,,,,,,,,
115.636,74.9,-20.3,-35.55,350,20,20,36,20,35,0,0.3,ECO,ON,,,,,,,,,,,
115.886,75.2,-48.5,-85.91,333,20,20,36,20,35,0,0.3,ECO,ON,,,,,,,,,,,
116.136,75.3,-48.3,-80.17,321,20,20,36,20,33,0,0.4,ECO,OFF,,,,,,,,,,,
116.386,74.8,-0.1,0,317,20,20,36,20,31,0,0.4,ECO,OFF,,,,,,,,,,,
116.636,74.7,-0.1,0,314,20,20,36,20,31,0,0.4,ECO,OFF,,,,,,,,,,,
116.886,74.7,-0.1,0,312,20,20,36,20,31,0,0.4,ECO,OFF,,,,,,,,,,,
117.136,74.5,50.6,78.05,318,20,20,36,20,31,0,0.4,ECO,OFF,,,,,,,,,,,
117.386,74.1,52.2,77.92,326,20,20,36,20,31,0,0.4,ECO,OFF,,,,,,,,,,,
117.636,74.7,1.4,0,324,20,20,36,20,32,0,0.4,ECO,OFF,,,,,,,,,,,
117.886,74.8,0,0,326,20,20,36,20,32,0,0.4,ECO,OFF,,,,,,,,,,,
118.136,74.8,-9.8,-19.54,324,20,20,36,20,32,0,0.4,ECO,ON,,,,,,,,,,,
118.386,75.1,-36.8,-69.9,314,20,20,36,20,32,0,0.4,ECO,ON,,,,,,,,,,,
118.636,75.5,-62,-120.25,300,20,20,36,20,31,0,0.4,ECO,ON,,,,,,,,,,,
118.886,75.4,-82,-161.04,278,21,21,36,21,29,0,0.4,ECO,OFF,,,,,,,,,,,
119.136,75.0,-19.9,-35.15,270,20,20,36,20,27,0,0.4,ECO,OFF,,,,,,,,,,,
119.386,74.8,-0.1,0,268,20,20,36,20,26,0,0.4,ECO,OFF,,,,,,,,,,,
119.636,74.4,25.9,48.77,270,20,20,36,20,26,0,0.4,ECO,OFF,,,,,,,,,,,
119.886,74.3,35.2,63.99,276,20,20,37,20,26,0,0.4,ECO,OFF,,,,,,,,,,,
120.136,74.7,5.4,0,278,20,20,37,20,27,0,0.4,ECO,OFF,,,,,,,,,,,
120.386,74.8,-2.1,-6.05,278,20,20,36,20,27,0,0.4,ECO,ON,,,,,,,,,,,
120.636,75.0,-26.1,-56.4,270,20,20,37,20,27,0,0.4,ECO,ON,,,,,,,,,,,
120.886,75.3,-47.7,-106.76,257,20,20,37,20,26,0,0.4,ECO,ON,,,,,,,,,,,
121.136,75.2,-50.1,-108.06,242,20,20,36,20,25,0,0.4,ECO,OFF,,,,,,,,,,,
121.386,74.4,26,67.26,237,20,20,36,20,23,0,0.4,ECO,OFF,,,,,,,,,,,
121.636,74.0,-934.1,100.87,248,20,20,36,20,23,0,0.4,ECO,OFF,,,,,,,,,,,
121.886,74.0,53.2,-274.71,255,20,20,36,20,24,0,0.4,ECO,OFF,,,,,,,,,,,
122.136,74.0,54.1,102.25,265,20,20,36,20,25,0,0.4,ECO,OFF,,,,,,,,,,,
122.386,74.1,55.4,99.14,-916,21,21,37,21,26,0,0.4,ECO,OFF,,,,,,,,,,,
122.636,73.9,57.1,-274.99,-917,20,20,36,20,28,0,0.4,ECO,OFF,,,,,,,,,,,
122.886,74.3,58.9,96.75,297,21,21,36,21,28,0,0.4,ECO,OFF,,,,,,,,,,,
123.136,73.8,72.9,120.91,299,21,21,36,21,29,0,0.4,ECO,OFF,,,,,,,,,,,
123.386,73.4,-930.8,155.64,318,21,21,37,21,29,0,0.4,ECO,OFF,,,,,,,,,,,
123.636,73.4,-931.2,151.47,332,20,20,37,20,31,0,0.4,ECO,OFF,,,,,,,,,,,
123.886,73.6,-930.5,143.38,347,21,21,36,21,33,0,0.4,ECO,OFF,,,,,,,,,,,
124.136,73.6,100.4,138.63,361,21,21,36,21,34,0,0.4,ECO,OFF,,,,,,,,,,,
124.386,74.6,0,0,357,21,21,37,21,36,0,0.4,ECO,OFF,,,,,,,,,,,
124.636,74.7,0,0,354,21,21,36,21,35,0,0.4,ECO,OFF,,,,,,,,,,,
124.886,74.7,0,0,353,21,21,36,21,35,0,0.4,ECO,OFF,,,,,,,,,,,
125.136,74.7,0,0,344,21,21,37,21,35,0,0.4,ECO,OFF,,,,,,,,,,,
125.386,75.0,-938.3,-47.14,340,21,21,37,21,34,0,0.4,ECO,ON,,,,,,,,,,,
125.636,75.3,-54.1,-97.49,325,21,21,37,21,33,0,0.4,ECO,ON,,,,,,,,,,,
125.886,75.4,-77,-147.84,301,21,21,37,21,32,0,0.4,ECO,ON,,,,,,,,,,,
126.136,75.4,-87.4,-292.09,-919,21,21,37,21,29,0,0.4,ECO,ON,,,,,,,,,,,
126.386,75.2,-940.5,-103.33,270,21,21,37,21,27,0,0.4,ECO,OFF,,,,,,,,,,,
126.636,74.8,-0.2,0,261,21,21,37,21,26,0,0.4,ECO,OFF,,,,,,,,,,,
126.886,74.4,27,50.99,264,21,21,38,21,25,0,0.4,ECO,OFF,,,,,,,,,,,
127.136,74.5,22.5,42.47,265,21,21,38,21,26,0,0.4,ECO,OFF,,,,,,,,,,,
127.386,74.6,14.1,26.52,263,21,21,38,21,26,0,0.4,ECO,OFF,,,,,,,,,,,
127.636,74.5,13.1,23.49,268,21,21,37,21,26,0,0.4,ECO,OFF,,,,,,,,,,,
127.886,74.6,7.2,13.57,267,21,21,38,21,26,0,0.4,ECO,OFF,,,,,,,,,,,
128.136,74.8,0.1,0,263,21,21,38,21,26,0,0.4,ECO,OFF,,,,,,,,,,,
128.386,74.7,0,0,264,21,21,38,21,26,0,0.4,ECO,OFF,,,,,,,,,,,
128.636,74.8,0,0,256,21,21,37,21,25,0,0.4,ECO,OFF,,,,,,,,,,,
128.886,74.8,0,0,255,21,21,37,21,25,0,0.5,ECO,OFF,,,,,,,,,,,
129.136,74.8,-2,-6.45,255,21,21,38,21,25,0,0.5,ECO,OFF,,,,,,,,,,,
129.386,75.1,-23.6,-284.8,247,21,21,38,21,24,0,0.5,ECO,ON,,,,,,,,,,,
129.636,75.0,-14.9,-29.21,236,21,21,38,21,23,0,0.5,ECO,ON,,,,,,,,,,,
129.886,74.7,-0.1,0,234,21,21,38,21,23,0,0.5,ECO,OFF,,,,,,,,,,,
130.136,74.8,-0.1,0,232,21,21,37,21,22,0,0.5,ECO,OFF,,,,,,,,,,,
130.386,74.7,-0.1,0,229,21,21,38,21,22,0,0.5,ECO,OFF,,,,,,,,,,,
130.636,74.8,-0.1,0,227,21,21,37,21,22,0,0.5,ECO,OFF,,,,,,,,,,,
130.886,74.8,-0.5,-2.42,225,21,21,38,21,22,0,0.5,ECO,ON,,,,,,,,,,,
131.136,74.9,-14,-30.52,218,21,21,38,21,21,0,0.5,ECO,ON,,,,,,,,,,,
131.386,74.8,-0.1,0,217,21,21,38,21,21,0,0.5,ECO,OFF,,,,,,,,,,,
131.636,74.5,14.4,41.2,215,21,21,38,21,21,0,0.5,ECO,OFF,,,,,,,,,,,
131.886,74.4,29,65.03,218,21,21,38,21,21,0,0.5,ECO,OFF,,,,,,,,,,,
132.136,74.4,29.1,64.94,222,21,21,37,21,21,0,0.5,ECO,OFF,,,,,,,,,,,
132.386,74.4,26.1,55.78,235,21,21,37,21,23,0,0.5,ECO,OFF,,,,,,,,,,,
132.635,74.7,0.2,0,235,21,21,38,21,23,0,0.5,ECO,OFF,,,,,,,,,,,
132.885,74.7,0,0,229,21,21,37,21,23,0,0.5,ECO,OFF,,,,,,,,,,,
133.135,74.8,0,0,232,21,21,38,21,22,0,0.5,ECO,OFF,,,,,,,,,,,
133.385,74.8,-2,-7.05,226,21,21,39,21,22,0,0.5,ECO,OFF,,,,,,,,,,,
133.635,74.9,-20.6,-57.41,205,21,21,38,21,22,0,0.5,ECO,ON,,,,,,,,,,,
133.885,74.9,-34.5,-107.76,181,21,21,38,21,20,0,0.5,ECO,ON,,,,,,,,,,,
134.135,74.9,-32.2,-108.59,154,21,21,38,21,17,0,0.5,ECO,ON,,,,,,,,,,,
134.385,75.0,-20.6,-80.07,140,21,21,39,21,14,0,0.5,ECO,ON,,,,,,,,,,,
134.635,74.9,-5.5,-16.39,129,21,21,39,21,13,0,0.5,ECO,ON,,,,,,,,,,,
134.885,74.7,-0.1,0,130,21,21,39,21,12,0,0.5,ECO,OFF,,,,,,,,,,,
135.135,74.7,3.5,17.3,126,21,21,37,21,12,0,0.5,ECO,OFF,,,,,,,,,,,
135.385,74.6,10.8,42.74,130,21,21,39,21,11,0,0.5,ECO,OFF,,,,,,,,,,,
135.635,74.6,10.7,41.88,129,21,21,38,21,12,0,0.5,ECO,OFF,,,,,,,,,,,
135.885,74.6,11.8,45.94,132,21,21,39,21,12,0,0.5,ECO,OFF,,,,,,,,,,,
